Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA10,Close_to_MA10_ratio,MA50,Close_to_MA50_ratio,MA200,Close_to_MA200_ratio,RSI,RSI_oversold,RSI_overbought,MACD,MACD_signal,MACD_histogram,MACD_bullish,MACD_cross_up,BB_upper,BB_middle,BB_lower,BB_width,BB_position,BB_squeeze,BB_breakout_upper,BB_breakout_lower,daily_return,true_range,volatility_10d,ATR_10d,HL_pct_10d,volatility_20d,ATR_20d,HL_pct_20d,volatility_30d,ATR_30d,HL_pct_30d,GK_volatility,GK_volatility_20d,Close_lag_1,Close_lag_2,Close_lag_3,open_close_ratio,high_close_ratio,low_close_ratio,price_change,price_change_pct,is_green,is_red,is_doji,body_size,upper_shadow,lower_shadow,volume_ma_10,volume_ratio,momentum_5d,trend_strength_5d,momentum_10d,trend_strength_10d,momentum_20d,trend_strength_20d
2020-10-06,10796.306640625,10797.578125,10528.890625,10604.40625,42623695307,0.0,0.0,10692.6138671875,0.9917506029598447,,,,,51.749315469483015,0,0,-15.177804289089181,-14.560079455820073,-0.6177248332691079,0,0,11104.868776440531,10715.1373046875,10325.405832934468,0.0727440928979114,0.3579392957548106,0,0,0,-0.017504646058134066,268.6875,0.010764004390043064,218.03798828125,0.02040894163760341,,,0.024012897536058057,,,,0.013901151157697534,0.014099720356878006,10793.33984375,10669.5830078125,10549.3291015625,1.0180962880995812,1.0182161896145765,0.9928788445840615,-191.900390625,-0.01777463321603941,0,1,0,191.900390625,1.271484375,75.515625,48701974774.3,0.8751943941602239,-0.14168243547021397,0.48830843289918613,-1.3610003178383456,-0.4562360341885789,,-0.3264208972057062
2020-10-07,10603.35546875,10680.5078125,10562.5068359375,10668.96875,37799458436,0.0,0.0,10681.9837890625,0.9987815897009854,,,,,62.75587382047745,0,0,-14.33773316551742,-14.515196223005074,0.17746305748765323,1,1,11075.303146919052,10701.13623046875,10326.969314018448,0.069930315508919,0.4570145314103116,0,0,0,0.0060882710901424275,118.0009765625,0.01097069020646214,211.7326171875,0.01983468219680623,0.01885839099871176,249.377734375,0.0233658292025281,,,,0.0068565718829498865,0.013593362225308391,10604.40625,10793.33984375,10669.5830078125,0.9938500821600026,1.0010815536881201,0.990021349152185,65.61328125,0.006187973367805519,1,0,0,65.61328125,11.5390625,40.8486328125,47107323336.1,0.8024115096990226,0.879296178931499,0.30193580714633084,-0.9865254965707448,-0.34644160022807063,-2.55750967331998,-0.24409204309500643
2020-10-08,10669.37109375,10945.7373046875,10562.6064453125,10915.685546875,63314794397,0.0,0.0,10702.587109375,1.0199109276404148,,,,,55.59763777536104,0,0,3.032343395279895,-10.979600205394123,14.011943600674018,1,0,11070.103804271226,10699.6912109375,10329.278617603775,0.06923799687884079,0.7915591151930651,0,0,0,0.023124708925124526,383.130859375,0.013124424051795936,225.90029296875,0.021090046714881572,0.019624148010788555,258.271728515625,0.024183102061704768,,,,0.020821161732200128,0.013970930523996946,10668.96875,10604.40625,10793.33984375,0.9774348159749329,1.0027530802058606,0.9676539691395213,246.314453125,0.023086126722997598,1,0,0,246.314453125,30.0517578125,106.7646484375,48662563302.7,1.3010986290047535,3.472793784187078,0.46851526980347086,1.9238085094819946,0.0779894849565869,-0.2640610690074374,-0.02587268859552434
2020-10-09,10927.9130859375,11102.671875,10846.8505859375,11064.4580078125,22799117613,0.0,0.0,10724.56884765625,1.0316925710473228,,,,,62.63166312821837,0,0,26.57500909540613,-3.4240784166644627,29.999087512070595,1,0,11062.08897787308,10698.19677734375,10334.30457681442,0.06802869831296568,1.0032551260180544,0,1,0,0.013629236597062944,255.8212890625,0.01322021825489313,230.4318359375,0.021461041331075143,0.019622165910626856,259.8390625,0.02432748972361312,,,,0.014564892009690395,0.014139535275448728,10915.685546875,10668.96875,10604.40625,0.9876591404858162,1.0034537495791043,0.980332753604257,136.544921875,0.012495059285446896,1,0,0,136.544921875,38.2138671875,81.0625,46284235403.8,0.4925892674707155,3.700941261817481,0.725634571663006,2.0269678859229145,0.5949825492089875,-0.2694045241052656,0.3457183655768828
2020-10-10,11059.142578125,11442.2109375,11056.9404296875,11296.361328125,22877978588,0.0,0.0,10775.755859375,1.0483126636816915,,,,,66.581080463495,0,0,60.48904146953828,9.4191962102043,51.06984525933398,1,0,11156.851069107099,10716.10126953125,10275.3514699554,0.08225935692284271,1.158264687984155,0,1,0,0.02095930231275278,385.2705078125,0.014144466223901158,251.16533203125,0.023221692433007358,0.01985773083503427,265.032958984375,0.024746500253664764,,,,0.0203117207118112,0.014363183600960217,11064.4580078125,10915.685546875,10668.96875,0.9790004282698194,1.0129112025667835,0.9788054851041809,237.21875,0.021450012812857574,1,0,0,237.21875,145.849609375,2.2021484375,44154925892.6,0.5181297018513208,4.660480367124542,0.9875677321531484,4.746353881473486,0.8339717869480543,3.273733370592602,0.6165949353504963
2020-10-11,11296.08203125,11428.8134765625,11288.6279296875,11384.181640625,19968627060,0.0,0.0,10852.22880859375,1.049017841534082,,,,,67.81865339463343,0,0,92.25457133264536,26.049097224422898,66.20547410822246,1,0,11277.670719298889,10762.19736328125,10246.72400726361,0.0957933289304552,1.1033137019427892,0,1,0,0.0077742124166433335,140.185546875,0.012269684492621703,219.05712890625,0.020109488951004558,0.01676900064625529,241.6400390625,0.022456311448401104,,,,0.007269480962725057,0.013255258138409515,11296.361328125,11064.4580078125,10915.685546875,0.9922612259575504,1.0039205133356472,0.9916064488468357,88.099609375,0.007799129745276035,1,0,0,88.099609375,44.6318359375,7.4541015625,42149475188.6,0.473757430446034,7.35331495457372,0.9901957333676465,7.201214163388081,0.9012949674496238,8.811880947833895,0.654285439504476
2020-10-12,11392.6357421875,11698.4677734375,11240.6865234375,11555.36328125,26163972642,0.0,0.0,10950.16767578125,1.0552681587522423,,,,,73.30808045465947,0,1,127.92105617714878,46.48525350742859,81.4358026697202,1,0,11426.828852257797,10813.042529296876,10199.256206335955,0.11352703391259719,1.1047061690558286,0,1,0,0.01503679807902314,457.78125,0.011823110814223794,240.72041015625,0.021790970046241035,0.016928914261246437,255.261572265625,0.023557727940415534,,,,0.026814561047635674,0.014015546022861545,11384.181640625,11296.361328125,11064.4580078125,0.985917574800392,1.0123842486561807,0.9727679043788175,162.7275390625,0.014283572541506948,1,0,0,162.7275390625,143.1044921875,151.94921875,39899727061.0,0.655743148367899,8.308155661717542,0.9929252150973178,9.260505135922203,0.9336294486122473,9.649449009455036,0.6998148778558292
2020-10-13,11548.7197265625,11548.984375,11321.224609375,11425.8994140625,24241420251,0.0,0.0,11037.82470703125,1.0351586220411746,,,,,66.06861996074694,0,0,145.0388291404779,66.24374172716924,78.79508741330866,1,0,11483.181792782761,10872.028173828125,10260.874554873488,0.11242679087713309,0.9531358590183582,0,0,0,-0.011203790312466544,234.138671875,0.01301840389036505,255.35322265625,0.022951953655005148,0.015611710183522772,249.93876953125,0.02289543716151155,,,,0.012418061499402527,0.0138647644053363,11555.36328125,11384.181640625,11296.361328125,1.0107492905415252,1.0107724526951474,0.9908388126926209,-122.8203125,-0.010634972136132853,0,1,0,122.8203125,0.2646484375,104.6748046875,37857841929.8,0.640327578522595,4.674134895114923,0.8501187937769445,8.309251745404044,0.9316188822625091,11.513677678290168,0.6990492148656754
2020-10-14,11429.0478515625,11539.9775390625,11307.8310546875,11429.5068359375,24103426719,0.0,0.0,11113.81708984375,1.028405159410284,,,,,68.40656431384483,0,0,156.95353077009713,84.42085919436641,72.53267157573072,1,0,11562.447848466953,10905.5001953125,10248.552542158046,0.12048005894068545,0.8988191738785334,0,0,0,0.0003157232305546209,232.146484375,0.013176236798628867,263.40703125,0.02356212890988354,0.011578814906508621,234.5677734375,0.0214037315434711,,,,0.014369671754956426,0.013576922259890909,11425.8994140625,11555.36328125,11384.181640625,0.9999598421540327,1.0096653954287556,0.9893542404762892,0.458984375,4.0159458684675196e-05,1,0,1,0.458984375,110.470703125,121.216796875,33143006902.2,0.7272552786210849,3.299292453975089,0.5206091837327379,7.122338591569766,0.9207961206966452,6.221526934988564,0.7619183208467217
2020-10-15,11426.6025390625,11569.9140625,11303.603515625,11495.349609375,24487233058,0.0,0.0,11184.01806640625,1.0278371816926786,,,,,76.49516220225699,0,1,169.17088550804147,101.39713396992964,67.77375153811182,1,0,11644.569469660599,10945.6318359375,10246.694202214401,0.12771078804757446,0.8932523782624675,0,0,0,0.005760771167350187,266.310546875,0.01307790114884495,274.14736328125,0.024406538488510397,0.011378441140063686,237.944189453125,0.021632550288546916,,,,0.016038468468949508,0.013751200115414761,11429.5068359375,11425.8994140625,11555.36328125,0.994019575511089,1.0064864885069862,0.9833196814132888,68.7470703125,0.006016405145578852,1,0,0,68.7470703125,74.564453125,122.9990234375,30837972407.1,0.7940610600054291,1.7615254635541033,0.22636269321839037,6.5041013790694935,0.9186807691291178,7.506350609927059,0.8019173951180822
